0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,10,10,11,11
3,2,4,1,4
7,8,9,7,9
4,12,2,3,1
9,7,11,10,10
2,2,1,5,3
10,8,6,6,6
3,3,12,12,5
11,9,11,10,8
5,2,5,5,4
8,8,8,9,10
4,12,3,4,2
9,9,6,6,8
2,4,1,3,3
11,10,11,9,7
3,1,5,4,5
10,9,6,6,10
4,5,4,12,4
9,6,7,8,6
3,12,2,2,2
11,9,6,9,8
1,5,12,3,3
6,10,10,7,6
2,2,4,4,1
9,6,7,6,10
1,1,3,12,4
8,10,11,8,8
5,3,4,4,1
10,11,6,7,10
2,1,3,3,3
8,9,7,6,8
1,5,4,12,5
7,10,6,7,9
2,12,5,1,4
8,8,7,8,10
1,2,4,5,2
11,7,6,11,6
5,1,3,3,3
8,10,7,7,10
1,4,2,12,4
10,9,6,8,6
2,1,1,3,5
11,8,7,7,7
4,2,4,4,1
8,11,6,10,11
0,0,12,0,0
0,0,10,0,0
0,0,4,0,0
0,0,7,0,0
6,10,0,11,11
3,2,0,1,4
7,8,0,7,9
4,12,0,3,1
9,7,11,10,10
2,2,5,5,3
10,8,6,6,6
3,3,12,12,5
11,9,11,10,8
1,2,5,5,4
8,8,7,9,10
4,12,3,4,2
9,9,6,6,8
2,4,2,3,3
11,10,11,8,7
1,1,5,4,5
10,9,6,9,10
2,5,4,12,4
9,6,7,6,6
3,12,3,2,2
11,9,6,9,8
1,1,12,3,3
6,10,10,7,6
2,2,1,4,1
9,6,8,6,10
1,1,3,12,4
8,10,11,8,8
5,3,4,4,1
10,11,6,7,10
2,1,3,3,3
8,9,7,6,8
1,5,4,12,5
7,10,10,7,9
2,12,5,1,4
8,8,7,8,10
1,2,4,5,2
11,7,6,11,6
5,1,3,3,3
8,10,7,7,10
1,4,5,12,4
10,9,6,8,6
2,1,3,3,5
11,8,7,7,7
4,2,4,4,1
8,11,9,10,11
,,12,,
,,6,,
,,4,,
,,7,,
