10,11,0,11,5
9,6,8,6,7
1,10,6,10,6
1,0,7,4,3
1,8,0,8,3
8,5,9,5,3
4,7,5,7,8
11,0,11,12,6
7,9,12,9,7
6,4,10,4,0
9,10,4,10,9
3,0,8,6,5
3,8,0,8,11
3,5,9,5,1
10,7,2,7,1
8,0,2,4,1
5,11,2,11,10
11,3,10,3,4
4,3,12,3,8
7,3,11,3,6
10,9,6,9,9
2,0,9,5,2
2,8,0,8,2
2,4,7,4,2
9,11,1,11,10
5,12,1,12,4
11,10,1,10,11
10,1,10,1,6
6,1,12,1,9
7,1,11,1,5
4,7,4,7,7
8,0,8,5,1
6,9,0,9,1
11,6,9,6,1
5,11,3,11,10
,12,3,12,6
,10,3,10,11
,2,11,2,4
,2,0,2,8
,2,7,2,5
,9,5,9,9
,0,8,6,3
,8,0,10,3
,4,10,12,3
,10,4,11,11
,12,9,5,4
,11,0,9,7
,5,7,0,5
,9,5,7,8
,0,8,6,6
,7,0,8,10
,6,10,12,4
,8,6,,9
,0,11,,2
,,,,2
,,,,2
,,,,7
,,,,5
,,,,8
,,,,4
,,,,10
,,,,6
