10,5,10,5,10
0,7,0,7,0
9,4,9,4,9
2,8,2,8,2
7,6,7,6,7
3,10,3,10,3
8,1,8,1,8
0,9,0,9,0
9,5,9,5,9
1,8,1,8,1
7,3,7,3,7
6,7,6,7,6
10,6,10,6,10
4,10,4,10,4
7,2,7,2,7
5,7,5,9,5
8,12,8,3,8
12,12,12,8,12
12,12,12,4,12
12,12,12,10,12
12,9,12,5,12
10,3,10,9,7
6,8,6,3,10
9,4,9,7,6
2,10,2,4,9
7,5,7,8,2
4,9,4,12,7
8,3,8,12,4
2,7,2,12,8
10,4,10,12,2
1,8,1,10,10
9,12,9,5,1
12,12,12,9,9
12,12,12,6,12
12,12,12,7,12
12,10,12,0,12
8,5,8,8,12
0,9,0,12,8
7,6,7,12,0
6,7,6,12,7
9,0,9,12,6
5,8,5,9,9
10,12,10,1,5
12,12,12,10,10
12,12,12,2,12
12,12,12,8,12
12,9,12,4,12
8,1,8,7,12
4,10,4,2,8
7,2,7,9,4
3,8,3,6,7
9,4,9,10,3
5,7,5,7,9
10,2,10,12,5
4,9,4,12,10
8,6,8,12,4
3,10,3,12,8
9,12,9,8,3
12,12,12,5,9
12,12,12,7,2
12,12,12,4,10
12,8,12,10,6
7,5,7,6,7
2,7,2,7,3
10,4,10,1,8
6,10,6,9,5
7,6,7,0,9
3,7,3,8,1
8,1,8,3,10
5,9,5,7,6
9,0,9,2,8
1,8,1,9,4
10,3,10,0,7
6,7,6,10,5
8,2,8,,
4,9,4,,
7,0,7,,
5,10,5,,
