11,11,7,5,4
11,11,7,4,6
11,11,3,5,11
5,11,8,1,6
0,5,7,11,1
8,4,11,9,4
11,1,11,1,5
11,9,11,6,7
11,2,11,8,11
11,7,9,11,11
8,11,6,11,11
4,11,2,11,11
1,11,9,11,11
8,11,9,11,11
3,11,6,11,11
8,11,11,5,11
11,11,2,2,11
11,11,8,5,11
11,11,8,5,11
11,11,11,11,11
8,11,11,11,11
7,11,11,11,11
8,11,11,11,11
11,11,6,11,11
11,11,6,11,11
11,11,6,11,11
11,11,5,11,11
11,11,9,11,11
11,11,8,11,11
11,11,8,11,11
11,9,8,11,6
5,2,2,11,6
10,7,7,11,11
10,9,11,11,11
10,4,7,11,11
10,9,7,11,8
8,1,8,11,0
11,5,0,11,7
11,5,8,11,11
11,4,11,11,7
11,2,11,11,11
8,9,11,9,11
4,0,11,9,11
8,9,11,9,6
1,11,11,11,4
6,9,11,11,6
5,6,11,11,11
3,9,11,9,11
9,11,11,9,11
11,9,11,10,7
11,6,11,10,11
11,9,11,10,11
11,3,11,8,11
11,9,11,1,11
11,1,11,5,11
11,9,11,5,11
11,2,11,4,11
11,5,9,1,11
11,5,6,8,11
11,11,11,11,11
11,11,11,11,11
11,11,11,11,11
11,11,8,11,11
11,11,10,11,11
11,11,10,11,11
11,11,10,11,11
11,11,7,11,11
11,11,7,9,11
11,11,11,11,11
11,11,7,11,11
5,11,2,11,11
3,6,11,11,11
9,6,7,9,8
7,1,11,9,3
7,5,11,3,7
2,10,11,4,7
5,10,8,5,8
5,10,8,5,8
11,6,2,11,4
11,8,6,11,1
11,11,11,11,6
11,11,6,8,10
7,11,6,10,10
5,11,11,10,10
2,9,6,10,10
5,4,10,10,7
5,4,10,9,3
7,6,10,9,7
7,1,7,11,11
4,5,7,11,11
7,5,11,11,11
11,2,11,11,8
11,2,11,11,8
11,6,11,11,11
11,6,11,11,11
11,4,11,11,11
7,9,11,11,6
7,4,11,11,6
2,9,11,11,11
8,10,11,11,11
5,10,6,11,11
5,10,6,11,7
1,5,3,11,7
8,11,3,9,11
5,11,8,0,11
4,11,11,8,11
5,11,4,11,6
11,9,8,11,6
11,4,8,11,2
11,9,11,11,7
11,2,11,11,4
7,6,11,11,7
4,6,7,11,2
7,6,6,11,1
8,1,11,11,7
3,1,6,11,11
5,9,1,11,11
5,5,11,5,11
11,5,7,8,11
7,5,3,1,11
7,11,7,1,6
4,6,11,7,6
8,6,8,3,2
2,11,8,5,4
5,9,11,2,9
5,4,11,5,1
4,6,11,4,7
7,6,7,8,7
3,2,6,3,2
8,9,11,9,2
11,5,11,9,7
5,9,11,4,4
5,1,11,3,8
7,9,11,8,1
11,6,6,8,6
5,6,7,4,6
7,6,11,5,2
,9,7,5,
