3,13,0,14,1
9,13,0,14,3
1,13,0,14,8
6,13,0,14,2
3,13,0,14,11
1,13,0,14,12
11,13,0,14,6
5,13,0,14,4
8,13,0,14,2
3,13,0,14,9
7,3,0,6,3
4,6,10,2,5
6,2,11,9,6
3,7,5,10,3
2,3,6,1,1
8,6,7,9,7
4,12,5,12,2
7,11,10,7,10
12,2,9,2,1
6,9,3,6,3
2,5,10,1,9
11,6,2,5,2
6,3,6,9,3
3,9,11,12,11
10,6,0,7,12
5,2,0,3,6
8,1,0,2,5
2,10,0,8,4
6,4,0,3,9
3,7,0,5,2
1,1,0,4,3
8,2,0,7,11
4,6,0,3,12
7,3,0,6,6
12,8,0,2,5
6,13,7,10,4
3,13,4,8,8
2,13,9,3,6
10,13,12,2,4
5,13,8,6,2
6,13,1,3,9
3,13,6,5,8
9,13,11,4,6
4,13,2,9,4
6,13,6,12,2
5,10,7,8,9
9,4,4,6,1
2,5,9,1,3
11,11,6,5,8
6,4,12,11,2
3,6,8,1,9
10,12,10,10,3
5,11,1,5,2
8,5,7,9,11
2,9,4,12,12
6,3,10,7,6
11,8,9,2,5
5,10,12,6,4
6,4,11,3,8
3,5,8,5,2
2,6,1,7,10
11,3,9,3,3
5,7,3,6,5
9,2,6,1,8
3,9,7,5,2
2,1,1,7,6
8,11,6,8,3
4,3,2,3,1
7,2,11,5,7
12,9,6,4,2
6,1,5,10,6
2,2,7,1,3
11,11,4,6,1
6,3,10,2,7
4,6,7,9,2
9,2,2,3,10
5,8,6,4,3
6,4,3,8,5
3,5,11,2,6
10,11,5,11,2
5,4,9,6,1
8,3,7,2,7
2,12,11,10,3
6,11,8,1,8
3,5,6,8,2
9,9,9,3,3
11,3,11,5,10
3,6,3,8,4
6,2,9,2,5
5,11,6,11,9
