1,0,0,0,11,20
7,9,0,5,18,24
5,8,0,9,12,21
9,1,0,10,16,25
3,7,0,1,17,22
2,5,0,7,15,22
6,9,0,5,19,21
1,3,0,9,18,25
7,2,0,3,17,21
8,4,0,4,13,21
6,10,0,1,12,22
1,7,0,5,16,23
7,8,0,9,17,33
5,4,0,4,19,23
9,6,0,1,13,25
2,8,0,5,12,24
6,7,0,9,14,23
1,5,0,3,18,25
7,9,0,4,11,25
3,4,0,1,15,23
2,0,0,5,19,21
6,9,0,9,13,22
1,8,0,2,12,21
7,7,0,4,16,33
8,9,0,1,17,22
6,8,0,5,13,21
1,4,0,9,12,21
7,6,0,4,16,25
3,7,0,8,17,23
2,5,0,5,13,20
4,9,0,9,12,23
6,10,0,4,14,22
1,4,0,1,17,22
7,8,0,5,18,21
5,10,0,9,12,21
2,7,0,4,16,25
6,5,0,6,17,22
1,9,0,1,13,24
10,4,0,5,12,33
6,8,0,9,16,25
1,10,0,10,11,33
7,9,0,3,18,25
5,8,0,2,12,32
9,1,0,0,16,20
3,7,0,1,17,23
2,5,0,7,15,23
6,9,0,5,13,21
1,3,0,9,16,27
7,2,0,4,17,25
10,4,0,1,15,22
6,0,0,7,19,24
1,7,0,5,18,29
7,8,0,9,17,23
5,4,0,4,19,24
9,6,0,1,13,23
2,8,0,5,12,21
6,7,0,9,18,23
1,5,0,3,14,20
7,9,0,4,11,23
3,4,0,1,17,22
2,10,0,5,19,25
6,9,0,9,13,23
1,8,0,2,12,24
7,7,0,4,16,22
8,9,0,1,17,24
6,8,0,5,13,21
1,4,0,9,12,21
7,1,0,4,16,23
3,7,0,8,17,28
2,5,0,5,13,23
4,9,0,9,12,24
6,0,0,4,14,24
1,4,0,1,17,23
7,10,0,5,18,25
5,8,0,9,12,20
2,7,0,4,16,24
6,5,0,6,17,24
1,9,0,1,13,33
8,4,0,5,12,33
6,8,0,9,16,24
1,0,0,8,11,25
7,9,0,5,18,25
5,8,0,9,12,21
9,1,0,10,16,25
3,7,0,1,17,21
2,5,0,7,15,33
6,9,0,5,13,24
1,3,0,9,16,24
7,2,0,4,17,22
8,4,0,1,13,21
6,8,0,5,12,24
1,7,0,9,16,21
7,10,0,4,17,20
5,4,0,1,19,22
9,6,0,7,13,25
2,8,0,5,12,21
6,7,0,9,18,22
1,5,0,3,14,33
7,9,0,4,11,21
3,4,0,1,17,21
2,8,0,5,19,33
6,9,0,9,13,22
1,0,0,2,12,22
7,7,0,4,16,23
10,9,0,1,17,22
6,8,0,5,13,24
1,4,0,9,12,23
7,1,0,4,16,24
3,7,0,0,17,23
2,5,0,5,13,33
4,9,0,9,12,21
6,10,0,8,14,25
1,4,0,1,17,24
7,8,0,5,18,25
5,10,0,9,12,22
2,7,0,4,16,22
6,5,0,6,17,25
1,9,0,1,13,20
8,4,0,5,12,20
6,8,0,9,16,33
,,,,,25
,,,,,23
,,,,,21
,,,,,23
,,,,,24
,,,,,25
,,,,,24
,,,,,23
,,,,,21
,,,,,24
,,,,,23
,,,,,21
,,,,,22
,,,,,22
,,,,,22
,,,,,21
,,,,,25
,,,,,24
,,,,,25
,,,,,22
,,,,,25
,,,,,22
,,,,,23
,,,,,23
,,,,,24
,,,,,20
,,,,,24
,,,,,24
,,,,,33
,,,,,24
,,,,,25
,,,,,22
,,,,,20
,,,,,23
,,,,,22
,,,,,23
,,,,,20
,,,,,22
,,,,,25
,,,,,24
,,,,,33
,,,,,23
,,,,,23
,,,,,21
,,,,,20
,,,,,24
,,,,,22
,,,,,22
,,,,,23
,,,,,20
,,,,,22
,,,,,24
,,,,,23
,,,,,33
,,,,,22
,,,,,23
,,,,,25
,,,,,31
,,,,,25
,,,,,21
,,,,,22
,,,,,23
,,,,,24
,,,,,22
,,,,,23
,,,,,20
,,,,,25
,,,,,24
,,,,,24
,,,,,24
,,,,,24
,,,,,23
,,,,,25
,,,,,22
,,,,,23
,,,,,27
,,,,,20
,,,,,20
,,,,,24
,,,,,25
,,,,,23
,,,,,20
,,,,,21
,,,,,23
,,,,,25
,,,,,20
,,,,,21
,,,,,33
,,,,,21
,,,,,22
,,,,,21
,,,,,21
,,,,,24
,,,,,25
,,,,,22
,,,,,23
,,,,,24
,,,,,23
,,,,,24
,,,,,22
,,,,,22
,,,,,21
,,,,,24
,,,,,21
,,,,,23
,,,,,25
,,,,,22
,,,,,23
,,,,,22
,,,,,20
,,,,,24
,,,,,20
,,,,,24
,,,,,25
,,,,,22
,,,,,23
,,,,,22
,,,,,25
,,,,,23
,,,,,33
,,,,,25
,,,,,24
,,,,,22
,,,,,22
,,,,,23
,,,,,25
,,,,,21
,,,,,20
,,,,,21
,,,,,33
,,,,,23
,,,,,20
,,,,,23
,,,,,23
,,,,,24
,,,,,21
,,,,,33
,,,,,25
,,,,,33
,,,,,23
,,,,,25
,,,,,25
,,,,,24
,,,,,24
,,,,,23
,,,,,22
,,,,,22
,,,,,33
,,,,,20
,,,,,23
,,,,,20
,,,,,25
,,,,,33
,,,,,21
,,,,,24
,,,,,24
,,,,,33
,,,,,33
,,,,,23
,,,,,22
,,,,,21
,,,,,23
,,,,,25
,,,,,23
,,,,,21
,,,,,25
,,,,,20
,,,,,25
,,,,,23
,,,,,25
,,,,,25
,,,,,21
,,,,,24
,,,,,23
,,,,,24
,,,,,25
,,,,,20
,,,,,23
,,,,,25
,,,,,22
,,,,,22
,,,,,25
,,,,,25
,,,,,22
,,,,,24
,,,,,23
,,,,,25
,,,,,23
,,,,,25
,,,,,33
,,,,,22
,,,,,33
,,,,,21
,,,,,25
,,,,,33
,,,,,20
,,,,,25
,,,,,21
,,,,,25
,,,,,24
,,,,,23
,,,,,21
,,,,,22
,,,,,23
,,,,,24
,,,,,33
,,,,,22
,,,,,20
,,,,,25
,,,,,33
,,,,,22
,,,,,21
,,,,,21
,,,,,23
,,,,,21
,,,,,24
,,,,,21
,,,,,25
,,,,,24
,,,,,21
,,,,,22
,,,,,23
,,,,,25
,,,,,21
,,,,,25
,,,,,21
,,,,,21
,,,,,23
,,,,,25
,,,,,22
,,,,,23
,,,,,22
,,,,,25
,,,,,21
,,,,,21
,,,,,20
,,,,,21
,,,,,24
,,,,,20
,,,,,21
,,,,,20
,,,,,22
,,,,,25
,,,,,25
,,,,,26
,,,,,21
,,,,,25
,,,,,25
,,,,,23
,,,,,21
,,,,,30
,,,,,25
,,,,,22
,,,,,21
,,,,,21
,,,,,23
,,,,,33
,,,,,22
,,,,,22
,,,,,23
,,,,,24
,,,,,24
,,,,,22
,,,,,24
,,,,,21
,,,,,23
,,,,,23
,,,,,25
,,,,,20
,,,,,21
,,,,,24
,,,,,24
,,,,,23
,,,,,24
,,,,,23
,,,,,23
,,,,,33
,,,,,22
,,,,,23
,,,,,23
,,,,,24
,,,,,22
,,,,,25
,,,,,24
,,,,,23
,,,,,21
,,,,,22
,,,,,21
,,,,,22
,,,,,22
,,,,,24
,,,,,21
,,,,,25
,,,,,24
,,,,,22
,,,,,23
,,,,,21
,,,,,23
,,,,,23
,,,,,21
,,,,,22
,,,,,20
,,,,,24
,,,,,20
,,,,,22
,,,,,25
,,,,,25
,,,,,23
,,,,,33
,,,,,33
,,,,,23
,,,,,23
,,,,,20
,,,,,33
,,,,,23
,,,,,20
,,,,,20
,,,,,25
,,,,,23
,,,,,25
,,,,,21
,,,,,22
,,,,,21
,,,,,23
,,,,,24
,,,,,24
,,,,,21
,,,,,20
,,,,,24
,,,,,20
,,,,,21
,,,,,22
,,,,,22
,,,,,21
,,,,,22
,,,,,23
,,,,,20
,,,,,23
,,,,,20
,,,,,22
,,,,,22
,,,,,24
,,,,,25
,,,,,22
,,,,,25
,,,,,24
,,,,,21
,,,,,25
,,,,,21
,,,,,22
,,,,,33
,,,,,22
,,,,,21
,,,,,33
,,,,,33
,,,,,21
,,,,,21
,,,,,20
,,,,,23
,,,,,23
,,,,,23
,,,,,24
,,,,,23
,,,,,25
,,,,,25
,,,,,25
,,,,,33
,,,,,23
,,,,,22
,,,,,23
,,,,,25
,,,,,23
,,,,,22
,,,,,22
,,,,,22
,,,,,21
,,,,,24
,,,,,21
,,,,,21
,,,,,24
,,,,,24
,,,,,23
,,,,,21
,,,,,22
,,,,,22
,,,,,24
,,,,,21
,,,,,24
,,,,,21
,,,,,33
,,,,,25
,,,,,21
,,,,,22
,,,,,23
,,,,,25
,,,,,20
,,,,,21
,,,,,21
,,,,,20
,,,,,22
,,,,,22
,,,,,25
,,,,,22
,,,,,23
,,,,,20
,,,,,20
,,,,,21
,,,,,24
,,,,,21
,,,,,33
,,,,,21
,,,,,23
,,,,,22
,,,,,20
,,,,,24
,,,,,22
,,,,,24
,,,,,22
,,,,,33
,,,,,23
,,,,,22
,,,,,20
,,,,,24
,,,,,21
,,,,,23
,,,,,27
,,,,,20
,,,,,25
,,,,,23
,,,,,25
,,,,,33
,,,,,22
,,,,,25
,,,,,22
,,,,,24
,,,,,21
,,,,,25
,,,,,22
,,,,,20
,,,,,21
,,,,,20
,,,,,23
,,,,,24
,,,,,33
,,,,,25
,,,,,25
,,,,,21
,,,,,25
,,,,,20
,,,,,33
,,,,,24
,,,,,23
,,,,,21
,,,,,23
,,,,,21
,,,,,20
,,,,,20
,,,,,21
,,,,,24
,,,,,24
,,,,,25
,,,,,23
,,,,,25
,,,,,20
,,,,,22
,,,,,21
,,,,,21
,,,,,21
,,,,,24
,,,,,23
,,,,,23
,,,,,24
,,,,,24
,,,,,33
,,,,,28
,,,,,24
,,,,,23
,,,,,25
,,,,,23
,,,,,25
,,,,,23
,,,,,21
,,,,,24
,,,,,20
,,,,,21
,,,,,22
,,,,,21
,,,,,24
,,,,,24
,,,,,21
,,,,,25
,,,,,24
,,,,,20
,,,,,23
,,,,,24
,,,,,24
,,,,,24
,,,,,22
,,,,,26
,,,,,23
,,,,,25
,,,,,21
,,,,,24
,,,,,23
,,,,,22
,,,,,25
,,,,,20
,,,,,25
,,,,,22
,,,,,21
,,,,,23
,,,,,22
,,,,,23
,,,,,24
,,,,,23
,,,,,23
,,,,,24
,,,,,24
,,,,,25
,,,,,20
,,,,,22
,,,,,22
,,,,,21
,,,,,25
,,,,,22
,,,,,23
,,,,,20
,,,,,20
,,,,,22
,,,,,33
,,,,,22
,,,,,23
,,,,,25
,,,,,24
,,,,,21
,,,,,24
,,,,,21
,,,,,22
,,,,,22
,,,,,22
,,,,,23
,,,,,22
,,,,,20
,,,,,24
,,,,,24
,,,,,22
,,,,,20
,,,,,24
,,,,,25
,,,,,23
,,,,,33
,,,,,25
,,,,,24
,,,,,22
,,,,,20
,,,,,24
,,,,,20
,,,,,23
,,,,,21
,,,,,22
,,,,,22
,,,,,22
,,,,,24
,,,,,21
,,,,,24
,,,,,33
,,,,,21
,,,,,21
,,,,,22
,,,,,20
,,,,,20
,,,,,24
,,,,,20
,,,,,20
,,,,,33
,,,,,22
,,,,,24
,,,,,23
,,,,,20
,,,,,33
,,,,,25
,,,,,23
,,,,,21
,,,,,24
,,,,,23
,,,,,20
,,,,,20
,,,,,24
,,,,,20
,,,,,27
,,,,,22
,,,,,33
,,,,,33
,,,,,25
,,,,,25
,,,,,21
,,,,,33
,,,,,25
,,,,,21
,,,,,25
,,,,,22
,,,,,23
,,,,,24
,,,,,33
,,,,,25
,,,,,22
,,,,,22
,,,,,25
,,,,,23
,,,,,20
,,,,,33
,,,,,24
,,,,,23
,,,,,24
,,,,,25
,,,,,21
,,,,,25
,,,,,20
,,,,,24
,,,,,22
,,,,,25
,,,,,21
,,,,,21
,,,,,22
,,,,,25
,,,,,25
,,,,,21
,,,,,24
,,,,,25
,,,,,23
,,,,,22
,,,,,24
,,,,,21
,,,,,21
,,,,,24
,,,,,20
,,,,,24
,,,,,21
,,,,,21
,,,,,22
,,,,,24
,,,,,22
,,,,,23
