11,6,11,6,0
7,8,10,8,10
2,5,12,0,6
2,9,7,9,7
2,4,6,4,9
9,7,9,7,3
10,5,3,0,3
5,10,3,10,3
8,6,3,5,8
4,8,8,8,5
11,12,5,12,10
10,11,10,11,4
3,4,4,4,11
3,9,11,9,9
3,0,12,0,2
9,7,9,7,2
6,5,2,5,2
8,10,2,10,11
7,8,2,6,8
4,12,11,8,4
11,9,4,12,7
10,7,7,9,10
5,6,12,7,6
8,11,10,6,9
6,3,6,2,5
9,3,9,2,8
7,3,5,2,11
1,10,11,10,1
1,4,1,4,1
1,7,1,8,1
10,8,1,0,10
6,0,10,9,0
11,9,6,5,7
7,5,7,11,8
5,11,8,12,11
9,12,12,8,5
10,8,11,7,9
6,7,5,0,0
11,6,9,10,7
3,10,0,1,8
3,1,8,1,4
3,1,4,1,10
8,1,10,11,11
9,11,3,5,6
4,5,3,9,7
10,9,3,6,9
11,10,11,10,5
2,12,6,12,8
2,7,7,7,6
2,4,9,4,10
7,11,12,11,7
5,8,8,2,0
8,2,6,2,9
9,2,10,2,4
4,2,5,9,11
11,9,7,12,8
6,5,0,11,5
7,11,9,4,10
8,4,4,10,7
5,10,11,5,4
10,8,12,8,9
4,1,8,3,8
9,1,5,3,6
6,1,10,3,
,9,0,9,
,6,7,12,
,7,4,7,
,12,9,6,
,10,0,10,
,11,8,0,
,,6,11,
