8,6,8,7,8
10,9,0,6,4
4,5,10,9,10
9,11,4,10,7
6,10,9,5,5
11,4,6,8,9
7,7,11,11,4
5,0,7,6,8
8,8,5,10,6
4,5,8,4,10
9,9,4,9,4
2,3,9,5,11
2,3,2,11,1
2,3,2,10,1
2,3,2,4,1
7,10,2,8,1
6,0,7,7,9
9,11,6,5,7
10,6,9,9,5
5,7,0,6,8
11,0,10,11,4
7,8,5,8,11
6,5,11,5,9
8,11,0,9,6
4,1,7,10,10
10,1,6,4,5
1,1,8,7,7
1,1,4,2,11
1,10,10,2,3
1,4,1,2,3
11,8,1,2,3
5,6,1,8,3
8,7,1,11,11
7,0,11,6,7
6,11,5,9,6
11,5,8,7,9
10,10,0,0,8
3,0,7,8,4
3,9,6,5,10
3,6,11,10,5
3,7,0,4,8
9,2,10,8,0
5,2,3,9,7
8,2,3,6,6
7,2,3,7,11
4,9,3,11,8
10,4,9,3,2
11,8,5,3,2
5,5,8,3,2
9,7,0,3,2
6,0,7,11,11
,11,4,7,7
,6,10,5,4
,9,11,10,10
,4,5,6,9
,10,9,9,5
,0,6,11,8
,8,,4,11
,,,7,6
,,,8,10
,,,6,9
,,,10,5
,,,5,7
,,,7,4
,,,9,10
,,,1,11
,,,1,5
,,,1,9
,,,1,4
,,,11,10
,,,4,6
,,,10,11
,,,6,8
,,,8,5
,,,4,10
,,,9,9
,,,6,6
,,,7,7
,,,10,
,,,4,
,,,8,
,,,11,
,,,5,
