8,0,8,6,11
10,9,4,9,7
4,5,10,5,4
9,11,0,11,9
6,0,9,6,8
11,10,6,10,0
7,4,11,4,7
5,7,1,7,10
8,0,1,5,4
4,8,1,8,9
9,5,1,4,6
2,9,7,9,11
2,2,5,2,8
2,2,8,2,1
2,2,4,2,1
10,2,9,2,1
5,11,6,11,1
11,6,10,6,10
7,7,5,7,7
6,0,11,5,5
8,10,3,10,8
4,4,3,4,4
10,8,3,8,9
7,0,3,5,6
6,9,7,10,10
11,6,6,9,5
3,7,9,6,11
3,3,0,7,8
3,3,8,11,3
3,3,4,3,3
9,3,10,3,3
5,11,0,3,3
8,5,7,3,11
7,10,6,8,7
4,0,11,11,6
10,9,2,5,9
11,4,2,10,10
5,8,2,6,5
9,5,2,9,8
6,7,9,4,4
,1,5,8,10
,1,8,5,5
,1,0,7,7
,1,7,10,6
,11,4,1,11
,6,10,1,2
,9,0,1,2
,0,11,1,2
,10,5,8,2
,4,9,11,9
,8,0,6,4
,,,9,8
,,,4,5
,,,10,7
,,,7,11
,,,0,4
,,,8,10
,,,9,6
,,,4,11
,,,7,5
,,,11,9
,,,,6
