10,5,10,5,10
0,7,0,7,0
9,4,9,0,9
2,8,2,10,2
7,6,7,1,7
3,10,3,9,3
8,1,8,5,8
11,9,11,8,11
9,5,9,3,9
1,8,1,7,1
7,3,7,6,7
6,7,6,10,6
10,6,10,2,10
4,10,4,9,4
7,2,7,3,7
5,9,5,8,5
8,3,8,4,8
11,8,11,10,11
10,4,10,0,10
6,10,6,9,6
9,5,9,2,8
2,9,2,7,3
7,3,7,4,7
4,7,4,8,5
8,4,8,6,8
3,8,0,10,0
10,6,10,0,10
1,10,1,9,1
9,5,9,6,9
5,9,5,7,5
8,6,8,0,8
0,7,0,8,0
7,0,7,5,7
6,8,6,9,6
9,5,9,1,9
5,9,0,10,0
10,1,10,0,10
6,10,6,8,6
8,3,8,4,8
4,8,4,7,4
7,4,7,3,7
3,7,2,9,2
9,2,9,6,9
5,9,0,10,0
10,6,10,11,10
4,10,4,8,4
8,11,8,5,8
3,8,3,7,3
9,5,9,4,9
2,7,2,10,2
10,4,10,6,10
6,10,6,7,6
7,6,7,1,7
3,7,3,9,2
8,1,8,11,8
5,9,5,8,5
9,11,9,3,9
1,8,1,7,1
10,3,10,2,10
6,7,6,9,0
8,2,8,0,7
4,9,4,10,5
7,0,7,,
5,10,5,,
