2,3,1,4,1
10,11,8,11,6
7,9,11,5,10
2,1,1,6,1
6,11,8,3,9
5,5,3,10,10
8,8,10,5,4
12,11,1,6,6
7,4,8,1,11
11,7,4,8,3
3,0,9,3,6
8,10,1,11,10
5,9,7,5,12
10,4,5,6,9
3,7,8,3,10
11,0,4,10,1
8,10,7,4,6
3,9,5,7,3
6,4,8,8,1
11,7,2,3,6
12,0,9,12,3
6,10,8,2,1
11,9,12,7,6
3,4,9,5,11
6,7,8,8,1
2,0,2,3,6
11,10,9,6,5
7,9,3,7,7
3,3,8,0,1
6,7,2,9,8
5,5,11,10,2
7,4,8,1,11
4,7,1,6,8
6,3,9,7,2
5,6,8,0,11
8,2,2,9,4
3,9,6,10,9
6,1,1,2,2
5,12,9,6,7
7,7,2,7,3
4,1,6,0,11
11,9,10,9,5
7,5,12,10,7
4,7,8,4,
6,0,6,6,
5,10,,7,
7,9,,0,
4,5,,9,
8,7,,10,
11,0,,3,
4,10,,8,
12,9,,7,
8,5,,3,
11,7,,10,
4,0,,7,
8,10,,4,
1,9,,10,
11,,,8,
9,,,5,
4,,,,
11,,,,
9,,,,
4,,,,
10,,,,
5,,,,
8,,,,
,,,,
